flow_id,src_ip,dst_ip,src_port,dst_port,protocol,duration,packet_count,byte_count,packet_rate,byte_rate,avg_packet_size,std_packet_size,inter_arrival_time,iat_std,entropy,syn_count,ack_count,fin_count,rst_count,syn_ratio,ack_ratio,fin_ratio,rst_ratio,burst_count,unique_src_ports,unique_dst_ports,tcp_ratio,udp_ratio,icmp_ratio,label
74.180.117.241:33334-10.4.211.71:443/UDP,74.180.117.241,10.4.211.71,33334,443,UDP,356.956,27,1728,0.0756,4.84,64.0,67.59,13.729077,12.560931,1.0,1,0,0,0,0.0452,0.0,0.02,0.0,0,1,1,0.0,1.0,0.0,STEALTH_ATTACK
192.168.213.248:60105-176.181.253.184:8554/UDP,192.168.213.248,176.181.253.184,60105,8554,UDP,99.431,507,680631,5.099,6845.27,1342.47,100.11,0.196504,0.081902,0.1864,2,278,2,0,0.005,0.55,0.005,0.0,0,1,1,0.0,1.0,0.0,BENIGN
72.208.52.93:47694-172.17.139.31:443/TCP,72.208.52.93,172.17.139.31,47694,443,TCP,2.3136,1410,76651,609.4407,33130.75,54.36,0.0,0.001642,6.8e-05,0.0,1218,70,0,0,0.8645,0.05,0.0,0.0,4,5,1,1.0,0.0,0.0,DDoS
172.17.156.253:32438-81.246.68.215:53/UDP,172.17.156.253,81.246.68.215,32438,53,UDP,0.0369,1,71,27.0796,1922.92,71.01,32.74,0.036928,0.00692,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
172.31.135.248:32510-168.116.26.150:80/TCP,172.31.135.248,168.116.26.150,32510,80,TCP,2.1404,56,30798,26.1634,14389.04,549.97,246.55,0.038916,0.005687,1.0,1,25,1,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
210.185.76.16:46128-172.25.37.208:80/TCP,210.185.76.16,172.25.37.208,46128,80,TCP,8.0315,817,238022,101.724,29635.92,291.34,430.41,0.009843,0.014498,1.0,318,139,29,125,0.39,0.1706,0.0356,0.153,1,5,1,1.0,0.0,0.0,HYBRID_ATTACK
182.129.164.40:47133-192.168.14.86:53/UDP,182.129.164.40,192.168.14.86,47133,53,UDP,4.3106,1207,1683469,280.0052,390538.64,1394.75,43.77,0.003574,0.000695,0.0784,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,1.0,0.0,DDoS
18.170.255.233:56535-10.197.237.59:22/TCP,18.170.255.233,10.197.237.59,56535,22,TCP,392.2206,62,8432,0.1581,21.5,136.01,5.0,6.429845,4.029577,0.0919,3,37,1,0,0.0577,0.6077,0.0277,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
48.138.154.32:63011-192.168.217.158:3389/TCP,48.138.154.32,192.168.217.158,63011,3389,TCP,23.6983,735,287175,31.0149,12118.0,390.71,71.58,0.032286,0.030538,0.458,352,187,35,80,0.4792,0.2545,0.0488,0.1094,3,5,1,1.0,0.0,0.0,HYBRID_ATTACK
10.46.183.64:20608-92.202.25.174:443/TCP,10.46.183.64,92.202.25.174,20608,443,TCP,13.5671,62,93000,4.5699,6854.83,1500.0,64.3,0.222411,0.062382,0.1072,0,37,0,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.24.114.141:36872-50.23.63.77:8080/TCP,172.24.114.141,50.23.63.77,36872,8080,TCP,0.05,11,6609,220.0,132183.09,600.83,108.71,0.005,0.00122,0.4523,0,5,0,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.25.115.207:17070-51.75.12.12:443/TCP,172.25.115.207,51.75.12.12,17070,443,TCP,1.3887,23,23759,16.5621,17109.31,1033.04,167.58,0.063123,0.017033,0.4055,0,10,0,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.123.107:35593-78.175.38.114:21/TCP,192.168.123.107,78.175.38.114,35593,21,TCP,1.4477,191,270536,131.9329,186872.52,1416.42,33.22,0.00762,0.002723,0.0586,1,114,1,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
208.159.146.130:61416-172.23.209.147:80/TCP,208.159.146.130,172.23.209.147,61416,80,TCP,18.3587,113,19605,6.1551,1067.89,173.5,319.85,0.163917,0.180188,1.0,9,39,5,9,0.08,0.35,0.05,0.08,0,1,1,1.0,0.0,0.0,MITM
172.30.73.142:33001-86.221.3.8:80/TCP,172.30.73.142,86.221.3.8,33001,80,TCP,16.517,273,292490,25.482159517577898,21431.767376463817,1071.39,47.6,0.04452815624759148,0.01966,0.47407485369756175,15,163,2,0,0.05759810314129449,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,AI_ATTACK
13.45.85.149:51010-172.30.194.23:4444/TCP,13.45.85.149,172.30.194.23,51010,4444,TCP,1.8304,15,14462,8.1948,7901.31,964.19,2.25,0.130745,0.019334,0.0058,1,5,0,0,0.08,0.35,0.02,0.02,2,1,1,1.0,0.0,0.0,UNKNOWN_ATTACK
161.201.55.131:37345-192.168.195.78:53/UDP,161.201.55.131,192.168.195.78,37345,53,UDP,2.4515,594,762489,242.3051,311035.48,1283.65,0.0,0.004134,0.000179,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5,1,1,0.0,1.0,0.0,DDoS
103.164.183.172:23041-192.168.59.156:3389/TCP,103.164.183.172,192.168.59.156,23041,3389,TCP,7.8301,308,22408,39.3356,2861.82,72.75,10.78,0.025505,0.00091,0.3703,268,15,0,0,0.8713,0.05,0.0,0.0,2,3,1,1.0,0.0,0.0,DDoS
172.23.73.108:40158-199.197.212.119:554/TCP,172.23.73.108,199.197.212.119,40158,554,TCP,55.9009,753,710630,18.548668105120576,16946.303139580923,943.73,90.98,0.06900514313871607,0.029439,0.4347241371934944,103,414,3,0,0.13801670387974802,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,AI_ATTACK
212.38.132.238:24867-172.24.168.160:3389/TCP,212.38.132.238,172.24.168.160,24867,3389,TCP,7.2104,998,71294,138.4119,9887.75,71.44,0.97,0.007232,0.000713,0.0,776,49,0,0,0.7784,0.05,0.0,0.0,9,1,1,1.0,0.0,0.0,DDoS
192.168.222.226:42610-158.171.63.149:5000/TCP,192.168.222.226,158.171.63.149,42610,5000,TCP,0.6121,8,587,13.0693,959.47,73.41,126.04,0.087446,0.034529,1.0,0,4,0,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.31.184.64:8455-179.195.22.90:80/TCP,172.31.184.64,179.195.22.90,8455,80,TCP,3.2979,51,44116,15.4642,13377.13,865.04,173.95,0.065959,0.009986,0.5027,1,22,1,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
53.135.144.147:42999-172.17.134.224:80/TCP,53.135.144.147,172.17.134.224,42999,80,TCP,16.9456,168,16359,9.9141,965.44,97.38,298.73,0.101471,0.096406,1.0,22,32,12,0,0.132,0.194,0.0716,0.0,1,1,1,1.0,0.0,0.0,HYBRID_ATTACK
172.17.101.251:3259-47.7.73.163:443/TCP,172.17.101.251,47.7.73.163,3259,443,TCP,6.5162,88,125329,13.5049,19233.57,1424.2,46.84,0.074899,0.025291,0.0822,0,52,0,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
53.139.144.223:19747-172.31.17.209:8443/UDP,53.139.144.223,172.31.17.209,19747,8443,UDP,76.3551,27,1308,0.3536,17.13,48.45,9.09,2.936733,1.254322,0.4689,1,0,0,0,0.0573,0.0,0.0125,0.0,0,1,1,0.0,1.0,0.0,STEALTH_ATTACK
196.203.85.221:39352-172.18.243.164:80/TCP,196.203.85.221,172.18.243.164,39352,80,TCP,16.5003,124,69649,7.515,4221.11,561.69,222.48,0.134149,0.125971,0.9902,12,37,3,18,0.1,0.3,0.03,0.15,0,1,1,1.0,0.0,0.0,MITM
124.203.75.136:45653-172.25.245.130:22/UDP,124.203.75.136,172.25.245.130,45653,22,UDP,186.1103,17,6269,0.0913,33.68,368.77,25.29,11.631894,9.055878,0.1715,0,0,0,0,0.0199,0.0,0.0317,0.0,0,1,1,0.0,1.0,0.0,STEALTH_ATTACK
50.78.33.25:19677-10.83.64.4:80/UDP,50.78.33.25,10.83.64.4,19677,80,UDP,185.067,53,12303,0.2864,66.48,232.15,57.28,3.55898,1.45726,0.6169,4,0,0,0,0.0915,0.0,0.0164,0.0,0,1,1,0.0,1.0,0.0,STEALTH_ATTACK
192.168.4.162:26956-37.1.35.207:443/TCP,192.168.4.162,37.1.35.207,26956,443,TCP,1.3995,30,41421,22.508745,29598.58,1380.73,37.86,0.048257,0.016126,0.0686,0,18,0,0,0.030509158795040386,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
10.230.249.182:37255-162.200.88.228:8554/UDP,10.230.249.182,162.200.88.228,37255,8554,UDP,47.4295,731,1066295,16.182915,27018.534897799247,1458.68,123.34,0.05272849635981861,0.020261,0.463571340072402,49,402,3,0,0.06713172357838532,0.55,0.005,0.0,0,1,1,0.0,1.0,0.0,AI_ATTACK
192.168.42.213:6420-182.198.83.5:53/UDP,192.168.42.213,182.198.83.5,6420,53,UDP,0.0661,2,229,30.2535,3470.4,114.71,11.65,0.066108,0.009511,0.2539,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
192.168.124.84:8487-97.143.201.94:21/TCP,192.168.124.84,97.143.201.94,8487,21,TCP,8.9111,244,363693,27.3817,40813.72,1490.55,29.43,0.036671,0.016422,0.0494,2,146,2,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
10.86.63.170:28919-7.177.15.216:554/TCP,10.86.63.170,7.177.15.216,28919,554,TCP,116.9733,566,698738,4.8387,5973.48,1234.52,167.91,0.207032,0.047784,0.34,2,311,2,0,0.005,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.20.25.245:51184-40.99.175.35:8554/UDP,172.20.25.245,40.99.175.35,51184,8554,UDP,26.9043,869,976836,41.68115571575597,38833.6045515244,1124.09,34.04,0.0301384528605799,0.006287,0.27563801184220554,70,477,4,0,0.0809512845757748,0.55,0.005,0.0,0,1,1,0.0,1.0,0.0,AI_ATTACK
76.147.19.144:53625-172.26.5.51:1900/UDP,76.147.19.144,172.26.5.51,53625,1900,UDP,4.4193,782,1028186,176.951,232658.01,1314.82,36.37,0.005659,0.000572,0.0692,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1,0.0,1.0,0.0,DDoS
193.17.113.127:15531-192.168.75.237:443/UDP,193.17.113.127,192.168.75.237,15531,443,UDP,95.0238,33,5446,0.3473,57.32,165.05,25.38,2.969493,1.470232,0.3845,0,0,0,0,0.0223,0.0,0.0126,0.0,0,1,1,0.0,1.0,0.0,STEALTH_ATTACK
103.142.204.218:44232-172.19.97.163:443/TCP,103.142.204.218,172.19.97.163,44232,443,TCP,45.2853,138,141312,3.0473,3120.48,1024.0,0.0,0.33055,0.038468,0.0,9,55,2,1,0.0666,0.4,0.02,0.01,0,1,1,1.0,0.0,0.0,AI_ATTACK
10.27.109.89:5506-51.102.103.202:443/TCP,10.27.109.89,51.102.103.202,5506,443,TCP,55.6972,433,593630,7.7742,10658.17,1370.97,95.67,0.128929,0.039884,0.1745,2,238,2,0,0.005,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,BENIGN
192.168.249.62:33074-95.182.208.12:53/UDP,192.168.249.62,95.182.208.12,33074,53,UDP,0.023,2,160,87.0686,6966.26,80.01,55.58,0.02297,0.008015,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
82.210.195.99:23417-10.152.189.23:0/ICMP,82.210.195.99,10.152.189.23,23417,0,ICMP,3.1911,507,45395,158.8797,14225.71,89.54,0.82,0.006307,0.005004,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,1.0,UNKNOWN_ATTACK
55.249.212.227:49309-172.24.57.78:80/TCP,55.249.212.227,172.24.57.78,49309,80,TCP,16.5177,1212,631364,73.376,38223.6,520.93,59.97,0.01364,0.00048,0.2878,181,484,24,12,0.15,0.4,0.02,0.01,2,4,1,1.0,0.0,0.0,DDoS
111.140.21.53:6439-172.31.41.70:3389/TCP,111.140.21.53,172.31.41.70,6439,3389,TCP,15.7566,1044,247019,66.258,15677.22,236.61,168.2,0.015107,0.02156,1.0,306,415,62,114,0.2935,0.398,0.0603,0.1095,3,8,1,1.0,0.0,0.0,HYBRID_ATTACK
150.5.117.239:34441-192.168.157.154:80/TCP,150.5.117.239,192.168.157.154,34441,80,TCP,5.3661,97,40710,18.0764,7586.6,419.7,151.07,0.055897,0.043454,0.8999,13,5,12,24,0.144,0.0544,0.134,0.2564,1,1,1,1.0,0.0,0.0,UNKNOWN_ATTACK
83.142.23.213:49888-192.168.138.39:123/UDP,83.142.23.213,192.168.138.39,49888,123,UDP,4.4956,4849,1570908,1078.6127,349433.32,323.97,34.41,0.000927,0.000142,0.2655,0,0,0,0,0.0,0.0,0.0,0.0,1,5,1,0.0,1.0,0.0,DDoS
172.23.134.206:14270-129.187.242.18:53/UDP,172.23.134.206,129.187.242.18,14270,53,UDP,0.1168,3,361,25.6819,3097.85,120.62,31.77,0.058407,0.019738,0.6584,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
53.130.58.16:59934-10.13.112.31:80/TCP,53.130.58.16,10.13.112.31,59934,80,TCP,13.1633,143,22580,10.8635,1715.37,157.9,278.93,0.0927,0.064489,1.0,11,50,7,11,0.08,0.35,0.05,0.08,0,1,1,1.0,0.0,0.0,MITM
192.168.53.235:41384-178.195.194.177:443/TCP,192.168.53.235,178.195.194.177,41384,443,TCP,55.6646,577,554040,10.3657,9953.19,960.21,45.02,0.09664,0.031797,0.1172,2,317,2,0,0.005,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.30.194.116:6479-180.77.150.106:443/TCP,172.30.194.116,180.77.150.106,6479,443,TCP,13.343,225,289765,16.8628,21716.68,1287.84,67.24,0.059567,0.015305,0.1305,2,135,2,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
103.120.115.94:24913-192.168.231.141:80/TCP,103.120.115.94,192.168.231.141,24913,80,TCP,10.6183,1482,729949,139.5708,68744.71,492.54,163.5,0.00717,0.014104,0.8299,921,204,20,121,0.6216,0.1377,0.0137,0.0818,5,6,1,1.0,0.0,0.0,HYBRID_ATTACK
192.168.83.1:20327-14.90.109.158:21/TCP,192.168.83.1,14.90.109.158,20327,21,TCP,6.2072,297,383417,47.8473,61769.29,1290.97,66.35,0.02097,0.006258,0.1285,2,178,2,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.31.2.237:51692-131.148.124.41:443/TCP,172.31.2.237,131.148.124.41,51692,443,TCP,12.6567,201,286292,15.8809,22619.84,1424.34,32.67,0.063284,0.012977,0.0573,2,120,2,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
10.163.221.131:50966-30.11.65.207:21/TCP,10.163.221.131,30.11.65.207,50966,21,TCP,13.4065,90,122629,6.7132,9147.08,1362.56,43.06,0.150634,0.078325,0.079,0,54,0,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.29.163.225:58556-79.181.84.164:80/TCP,172.29.163.225,79.181.84.164,58556,80,TCP,0.5015,31,32121,73.43328798466258,64048.9,1036.17,103.38,0.017706799437356827,0.00409,0.38691929215243925,7,13,0,0,0.25,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,AI_ATTACK
192.168.203.177:64744-51.130.175.46:443/TCP,192.168.203.177,51.130.175.46,64744,443,TCP,39.9766,568,692044,14.2083,17311.27,1218.39,75.52,0.070505,0.024562,0.155,2,312,2,0,0.005,0.55,0.005,0.0,0,1,1,1.0,0.0,0.0,BENIGN
25.6.8.73:41715-172.22.161.242:443/TCP,25.6.8.73,172.22.161.242,41715,443,TCP,9.2666,595,208091,64.2091,22456.06,349.73,81.07,0.0156,0.001628,0.5795,89,238,11,5,0.15,0.4,0.02,0.01,5,5,1,1.0,0.0,0.0,DDoS
75.139.181.177:13358-192.168.100.153:1900/UDP,75.139.181.177,192.168.100.153,13358,1900,UDP,3.218,4601,1881996,1429.7555,584828.23,409.04,64.05,0.0007,8.7e-05,0.3915,0,0,0,0,0.0,0.0,0.0,0.0,7,4,1,0.0,1.0,0.0,DDoS
38.148.99.77:61255-172.20.73.135:0/ARP,38.148.99.77,172.20.73.135,61255,0,ARP,1.0,59,2732,59.0,2732.86,46.32,1.42,0.017241,0.018841,0.0768,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,MITM
10.167.248.44:10168-31.16.83.103:443/TCP,10.167.248.44,31.16.83.103,10168,443,TCP,9.3986,128,192000,13.6191,20428.67,1500.0,71.44,0.074004,0.031363,0.1191,1,76,1,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
26.109.207.192:36729-10.203.64.53:80/TCP,26.109.207.192,10.203.64.53,36729,80,TCP,17.5764,327,187988,18.6044,10695.46,574.89,61.49,0.053915,0.003156,0.2674,49,130,6,3,0.15,0.4,0.02,0.01,6,5,1,1.0,0.0,0.0,DDoS
156.162.237.74:59112-172.26.161.235:8080/TCP,156.162.237.74,172.26.161.235,59112,8080,TCP,9.4331,149,116728,15.7954,12374.33,783.41,128.65,0.063737,0.054026,0.4106,4,42,6,11,0.03,0.2877,0.0463,0.0774,2,1,1,1.0,0.0,0.0,HYBRID_ATTACK
172.17.44.78:6661-171.193.8.82:443/TCP,172.17.44.78,171.193.8.82,6661,443,TCP,1.0892,5,2831,4.5904,2599.76,566.34,182.84,0.272305,0.052162,0.8071,0,2,0,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
175.153.213.168:58699-192.168.132.140:8080/TCP,175.153.213.168,192.168.132.140,58699,8080,TCP,12.2564,998,516753,81.4268,42161.94,517.79,89.9,0.012293,0.001561,0.4341,149,399,19,9,0.15,0.4,0.02,0.01,6,5,1,1.0,0.0,0.0,DDoS
10.221.209.93:53024-162.149.206.194:53/UDP,10.221.209.93,162.149.206.194,53024,53,UDP,0.0516,3,283,58.1547,5491.04,94.42,34.36,0.025793,0.004974,0.9097,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
189.250.240.236:59262-192.168.62.166:11211/UDP,189.250.240.236,192.168.62.166,59262,11211,UDP,1.807,922,1352848,510.242,748677.16,1467.3,0.0,0.001962,0.000295,0.0,0,0,0,0,0.0,0.0,0.0,0.0,4,1,1,0.0,1.0,0.0,DDoS
160.229.96.69:8430-192.168.114.131:22/TCP,160.229.96.69,192.168.114.131,8430,22,TCP,29.5999,1223,700173,41.3177,23654.59,572.51,130.59,0.024223,0.045729,0.5703,493,426,33,221,0.4036,0.3488,0.0273,0.181,1,3,1,1.0,0.0,0.0,HYBRID_ATTACK
164.10.187.233:37299-192.168.17.219:123/UDP,164.10.187.233,192.168.17.219,37299,123,UDP,3.1291,5490,2700485,1754.4979,863023.07,491.89,77.85,0.00057,4.4e-05,0.3956,0,0,0,0,0.0,0.0,0.0,0.0,5,2,1,0.0,1.0,0.0,DDoS
209.249.71.248:32729-172.16.86.3:22/TCP,209.249.71.248,172.16.86.3,32729,22,TCP,29.9969,536,204136,17.8685,6805.27,380.85,170.9,0.056069,0.026733,1.0,166,134,16,55,0.3108,0.2513,0.0301,0.1031,1,4,1,1.0,0.0,0.0,HYBRID_ATTACK
10.121.6.111:37564-122.41.106.59:443/TCP,10.121.6.111,122.41.106.59,37564,443,TCP,17.8866,265,371399,21.38771280088197,24256.35754695803,1401.51,104.32,0.053979454196979096,0.02011,0.6470685948820043,23,159,2,0,0.08802375585353811,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,AI_ATTACK
203.226.250.83:26925-10.0.150.8:11211/UDP,203.226.250.83,10.0.150.8,26925,11211,UDP,7.1763,300,449374,41.8042,62619.17,1497.92,34.47,0.024001,0.002081,0.0575,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,1.0,0.0,DDoS
192.168.201.184:52675-191.20.177.166:8080/TCP,192.168.201.184,191.20.177.166,52675,8080,TCP,3.0835,26,4860,8.432,1576.17,186.93,124.17,0.123339,0.024249,1.0,0,11,0,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
172.19.192.118:14493-89.91.110.138:443/TCP,172.19.192.118,89.91.110.138,14493,443,TCP,1.6691,76,15248,45.5325,9135.47,200.64,108.56,0.022255,0.005958,1.0,2,34,1,0,0.03,0.45,0.02,0.0,0,1,1,1.0,0.0,0.0,BENIGN
10.205.159.110:63809-154.133.76.23:8443/TCP,10.205.159.110,154.133.76.23,63809,8443,TCP,0.2989,21,1595,70.2666,5337.47,75.96,124.82,0.014943,0.006684,1.0,1,10,1,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
165.140.136.188:23085-192.168.118.233:53/UDP,165.140.136.188,192.168.118.233,23085,53,UDP,6.1377,2855,3922539,465.1586,639090.29,1373.92,64.18,0.002151,0.0,0.1168,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,1.0,0.0,DDoS
167.91.237.133:34614-192.168.187.106:8080/TCP,167.91.237.133,192.168.187.106,34614,8080,TCP,7.6796,1938,1087563,252.3554,141616.35,561.18,65.58,0.003965,0.000352,0.2922,290,775,38,19,0.15,0.4,0.02,0.01,4,4,1,1.0,0.0,0.0,DDoS
170.108.209.128:41658-192.168.119.91:443/UDP,170.108.209.128,192.168.119.91,41658,443,UDP,91.5837,31,2493,0.3385,27.23,80.45,1.6,3.05279,1.82965,0.0496,1,0,0,0,0.0517,0.0,0.0203,0.0,0,1,1,0.0,1.0,0.0,STEALTH_ATTACK
118.83.13.37:19467-172.27.110.231:0/ICMP,118.83.13.37,172.27.110.231,19467,0,ICMP,2.3974,572,32537,238.594,13572.25,56.88,9.4,0.004199,0.001491,0.4131,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.0,0.0,1.0,UNKNOWN_ATTACK
10.234.232.135:47416-223.89.252.5:80/TCP,10.234.232.135,223.89.252.5,47416,80,TCP,8.9918,310,434324,36.199485,48302.06,1401.05,47.08,0.0291,0.016507,0.084,18,186,3,0,0.06045173780238223,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
77.1.11.45:20894-172.21.126.199:80/TCP,77.1.11.45,172.21.126.199,20894,80,TCP,101.5802,20,5112,0.1969,50.33,255.63,24.38,5.346328,2.068545,0.2384,3,7,0,0,0.1842,0.3874,0.01,0.0,0,1,1,1.0,0.0,0.0,DDoS
46.216.162.240:50972-10.81.168.201:80/TCP,46.216.162.240,10.81.168.201,50972,80,TCP,6.3835,92,29858,14.4122,4677.47,324.55,157.81,0.070148,0.155345,1.0,10,27,1,0,0.1181,0.3,0.02,0.01,6,1,1,1.0,0.0,0.0,STEALTH_ATTACK
19.88.83.13:17206-10.244.53.150:80/TCP,19.88.83.13,10.244.53.150,17206,80,TCP,6.0125,480,34083,79.9,5668.76,71.01,7.96,0.012552,0.001682,0.2802,48,192,9,0,0.1012,0.4,0.02,0.0,1,1,1,1.0,0.0,0.0,DDoS
192.168.219.63:37421-151.92.182.73:443/TCP,192.168.219.63,151.92.182.73,37421,443,TCP,0.2513,9,1593,37.59714,6338.28,177.01,117.08,0.031419,0.009783,1.0,0,4,0,0,0.07429053653500914,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
172.22.186.111:56599-18.169.160.170:8080/TCP,172.22.186.111,18.169.160.170,56599,8080,TCP,0.486,17,10912,34.978,22452.38,641.9,101.21,0.030376,0.013734,0.3942,0,8,0,0,0.05,0.5,0.05,0.0,0,1,1,1.0,0.0,0.0,BENIGN
10.18.56.219:2234-191.81.240.53:53/UDP,10.18.56.219,191.81.240.53,2234,53,UDP,0.01,1,105,100.0,10523.31,105.23,20.1,0.01,0.003104,0.4775,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
87.241.188.24:26316-10.17.5.56:123/UDP,87.241.188.24,10.17.5.56,26316,123,UDP,1.6358,5068,7367290,3098.0961,4503665.02,1453.69,36.34,0.000323,4.9e-05,0.0625,0,0,0,0,0.0,0.0,0.0,0.0,5,1,1,0.0,1.0,0.0,DDoS
10.33.161.211:41729-139.98.8.214:53/UDP,10.33.161.211,139.98.8.214,41729,53,UDP,0.0375,2,102,53.2849,2718.81,51.02,28.65,0.037534,0.013015,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
172.18.241.228:20577-50.61.195.136:21/TCP,172.18.241.228,50.61.195.136,20577,21,TCP,13.3888,151,213106,11.2781,15916.74,1411.3,90.16,0.089259,0.030968,0.1597,1,90,1,0,0.01,0.6,0.01,0.0,0,1,1,1.0,0.0,0.0,BENIGN
65.135.32.198:62843-10.99.194.202:3389/TCP,65.135.32.198,10.99.194.202,62843,3389,TCP,24.5903,1481,327870,60.2271,13333.35,221.38,315.48,0.016615,0.014226,1.0,381,373,72,93,0.2577,0.2522,0.0489,0.0633,5,3,1,1.0,0.0,0.0,HYBRID_ATTACK
202.16.186.136:29744-10.206.176.144:443/TCP,202.16.186.136,10.206.176.144,29744,443,TCP,2204.3256,1949,1985345,0.8842,900.66,1018.65,70.73,1.131584,0.351296,0.1736,9,1001,1,0,0.0049,0.5137,0.0009,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
172.28.244.33:18305-51.111.37.16:53/UDP,172.28.244.33,51.111.37.16,18305,53,UDP,0.1256,1,44,7.9591,350.66,44.06,11.86,0.125642,0.013378,0.6727,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,BENIGN
134.116.52.138:4138-192.168.198.135:3389/TCP,134.116.52.138,192.168.198.135,4138,3389,TCP,34.2531,211,102367,6.16,2988.55,485.15,54.75,0.16311,0.101075,0.2821,122,71,0,33,0.5818,0.3384,0.0,0.1572,3,7,1,1.0,0.0,0.0,HYBRID_ATTACK
27.119.48.108:45194-192.168.85.114:53/UDP,27.119.48.108,192.168.85.114,45194,53,UDP,16.5012,47,16594,2.8483,1005.68,353.08,60.96,0.358721,0.520051,0.4316,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.0,0.0,MITM
101.36.206.176:24458-172.25.206.6:53/UDP,101.36.206.176,172.25.206.6,24458,53,UDP,0.7063,3233,1662044,4577.2109,2353086.25,514.09,66.36,0.000219,3.4e-05,0.3227,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,1.0,0.0,DDoS
218.137.63.216:55713-192.168.113.10:443/TCP,218.137.63.216,192.168.113.10,55713,443,TCP,207.1198,66,17397,0.3187,84.0,263.61,33.34,3.186459,2.955437,0.3162,5,29,0,0,0.0798,0.4493,0.013,0.0,0,1,1,1.0,0.0,0.0,STEALTH_ATTACK
88.18.99.163:33095-192.168.185.251:4444/TCP,88.18.99.163,192.168.185.251,33095,4444,TCP,2.4866,35,35593,14.0752,14314.01,1016.97,1.61,0.073137,0.01136,0.004,2,12,0,0,0.08,0.35,0.02,0.02,0,1,1,1.0,0.0,0.0,UNKNOWN_ATTACK
5.29.54.146:61518-10.148.240.54:80/TCP,5.29.54.146,10.148.240.54,61518,80,TCP,27.2614,100,36501,3.6682,1338.94,365.01,249.24,0.275368,0.055074,1.0,43,12,4,14,0.4313,0.1208,0.0407,0.1487,4,5,1,1.0,0.0,0.0,HYBRID_ATTACK
